kpoint_index,state_index,eigenvalue_ev_old,eigenvalue_ev_new,delta_ev
1,79,-0.8353985959470347,-0.835458721803821,-6.012585678627502e-05
1,80,-0.4437046241244852,-0.4428400414893167,0.000864582635168476
1,81,-0.44362817859528375,-0.44243478740319203,0.0011933911920917195
1,82,-0.44150398229514565,-0.44312340743750644,-0.0016194251423607975
1,83,-0.42601962513690755,-0.42238377355047985,0.0036358515864277074
1,84,-0.4265384333219397,-0.42529759445973253,0.0012408388622071609
1,85,-0.4262833751438574,-0.4229757529128371,0.0033076222310202685
1,86,-0.4267121714380095,-0.43133331174910455,-0.004621140311095062
1,87,-0.42665997229867264,-0.4267488156982672,-8.884339959458476e-05
1,88,-0.4271032622515032,-0.4315270974586099,-0.004423835207106708
1,89,-0.1684047196334406,-0.16621742825008004,0.0021872913833605734
1,90,-0.16873024990247748,-0.1687450089826147,-1.475908013723326e-05
1,91,-0.1686115875049372,-0.17101535773313598,-0.002403770228198765
1,92,0.07790427199196033,0.08167614428687202,0.003771872294911688
1,93,0.07748183901516183,0.07551025596599797,-0.0019715830491638525
1,94,0.07700463726654827,0.07711695364083619,0.0001123163742879213
1,95,0.4996251410750911,0.5013921887444653,0.0017670476693742443
1,96,0.49945805660630943,0.49734848311504143,-0.002109573491268002
1,97,0.6592345386381105,0.6219528720285472,-0.037281666609563335
1,98,1.1509794990853548,1.1498878309621618,-0.001091668123192946
1,99,1.6489566437731724,1.1607184348799928,-0.4882382088931796
1,100,1.5972762113481662,1.3025287428528332,-0.29474746849533306
